age,workclass_Federal-gov,workclass_Without-pay,workclass_Self-emp-inc,workclass_State-gov,workclass_Local-gov,workclass_Self-emp-not-inc,workclass_Private,fnlwgt,education_11th,education_Masters,education_Some-college,education_Assoc-voc,education_5th-6th,education_10th,education_Preschool,education_9th,education_Assoc-acdm,education_Doctorate,education_Bachelors,education_HS-grad,education_12th,education_Prof-school,education_1st-4th,education_7th-8th,educationNum,maritalStatus_Married-civ-spouse,maritalStatus_Divorced,maritalStatus_Married-spouse-absent,maritalStatus_Separated,maritalStatus_Widowed,maritalStatus_Married-AF-spouse,maritalStatus_Never-married,occupation_Sales,occupation_Protective-serv,occupation_Prof-specialty,occupation_Adm-clerical,occupation_Tech-support,occupation_Priv-house-serv,occupation_Other-service,occupation_Handlers-cleaners,occupation_Transport-moving,occupation_Craft-repair,occupation_Armed-Forces,occupation_Machine-op-inspct,occupation_Exec-managerial,occupation_Farming-fishing,relationship_Unmarried,relationship_Not-in-family,relationship_Other-relative,relationship_Wife,relationship_Husband,relationship_Own-child,race_White,race_Black,race_Asian-Pac-Islander,race_Other,race_Amer-Indian-Eskimo,sex_Male,sex_Female,capitalGain,capitalLoss,hoursPerWeek,nativeCountry_Portugal,nativeCountry_Cuba,nativeCountry_Philippines,nativeCountry_Iran,nativeCountry_Taiwan,nativeCountry_Greece,nativeCountry_Ecuador,nativeCountry_Yugoslavia,nativeCountry_Columbia,nativeCountry_United-States,nativeCountry_Ireland,nativeCountry_England,nativeCountry_Nicaragua,nativeCountry_South,nativeCountry_Italy,nativeCountry_India,nativeCountry_Vietnam,nativeCountry_France,nativeCountry_Haiti,nativeCountry_Honduras,nativeCountry_Peru,nativeCountry_China,nativeCountry_Trinadad&Tobago,nativeCountry_Puerto-Rico,nativeCountry_Hong,nativeCountry_Guatemala,nativeCountry_Outlying-US(Guam-USVI-etc),nativeCountry_Jamaica,nativeCountry_Scotland,nativeCountry_Cambodia,nativeCountry_Hungary,nativeCountry_Mexico,nativeCountry_Laos,nativeCountry_El-Salvador,nativeCountry_Canada,nativeCountry_Poland,nativeCountry_Dominican-Republic,nativeCountry_Germany,nativeCountry_Japan,target_end
1.5430649158684728,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.2728793011827475,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5199679039657785,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.14361700046540604,-0.2274236537435564,-0.4668896726418909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.9387349431304752,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.5015415533769227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.4563456050953518,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.14361700046540604,-0.2274236537435564,-0.04530092188136936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.467523669276223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.3000243768141806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.4563456050953518,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.14361700046540604,-0.2274236537435564,-1.7316559249234555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-0.19438375575327022,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.2847779459280746,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5199679039657785,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.14361700046540604,-0.2274236537435564,-0.04530092188136936,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.6941474090529722,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.5089863085327537,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.246871008719804,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.14361700046540604,-0.2274236537435564,0.3762878288791522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-1.478584947821515,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.39540328856926077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.4563456050953518,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.14361700046540604,-0.2274236537435564,-0.04530092188136936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-0.8742549750835175,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.04022600379545076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.4563456050953518,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.14361700046540604,-0.2274236537435564,0.7978765796396737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.4099462169847274,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.155119687842157,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5199679039657785,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7685484576374398,-0.2274236537435564,-0.04530092188136936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-0.496548742122269,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2220674195294272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.4563456050953518,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.14361700046540604,-0.2274236537435564,-0.04530092188136936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-0.7987137284912678,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3639344515474467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.1247052021535526,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.14361700046540604,-0.2274236537435564,-0.04530092188136936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
