"T","N","p","k","Bin","Cost","SDratio","correl","cancor1","","skewness","kurtosis","Hc","Hx","MCx","EnAtr","NSRatio","class"
0.0212873796249366,0.00727524683873203,0.0459770114942529,0,0.0930232558139535,0,0.0790155004875424,0.0805216898213779,0.551446280991736,1,0.302296909305861,0.0726015600874693,0.159150171190168,0.26036946671314,0.0727511186545286,0.0453321686651714,0.111496010107251,0.000323312017274313
0.0212873796249366,0.00727524683873203,0.0459770114942529,0,0.0930232558139535,0,0.0790155004875424,0.0805216898213779,0.551446280991736,1,0.302296909305861,0.0726015600874693,0.159150171190168,0.26036946671314,0.0727511186545286,0.0453321686651714,0.111496010107251,0.000452620214267918
0.0212873796249366,0.00727524683873203,0.0459770114942529,0,0.0930232558139535,0,0.0790155004875424,0.0805216898213779,0.551446280991736,1,0.302296909305861,0.0726015600874693,0.159150171190168,0.26036946671314,0.0727511186545286,0.0453321686651714,0.111496010107251,0.000148741798853916
0.0212873796249366,0.00727524683873203,0.0459770114942529,0,0.0930232558139535,0,0.0790155004875424,0.0805216898213779,0.551446280991736,1,0.302296909305861,0.0726015600874693,0.159150171190168,0.26036946671314,0.0727511186545286,0.0453321686651714,0.111496010107251,0.000129308196993605
0.0212873796249366,0.00727524683873203,0.0459770114942529,0,0.0930232558139535,0,0.0790155004875424,0.0805216898213779,0.551446280991736,1,0.302296909305861,0.0726015600874693,0.159150171190168,0.26036946671314,0.0727511186545286,0.0453321686651714,0.111496010107251,0.00025861639398721
0.0212873796249366,0.00727524683873203,0.0459770114942529,0,0.0930232558139535,0,0.0790155004875424,0.0805216898213779,0.551446280991736,1,0.302296909305861,0.0726015600874693,0.159150171190168,0.26036946671314,0.0727511186545286,0.0453321686651714,0.111496010107251,0.000155136616560086
0.0212873796249366,0.00727524683873203,0.0459770114942529,0,0.0930232558139535,0,0.0790155004875424,0.0805216898213779,0.551446280991736,1,0.302296909305861,0.0726015600874693,0.159150171190168,0.26036946671314,0.0727511186545286,0.0453321686651714,0.111496010107251,9.05240428535836e-05
0.0212873796249366,0.00727524683873203,0.0459770114942529,0,0.0930232558139535,0,0.0790155004875424,0.0805216898213779,0.551446280991736,1,0.302296909305861,0.0726015600874693,0.159150171190168,0.26036946671314,0.0727511186545286,0.0453321686651714,0.111496010107251,0
0.0212873796249366,0.00727524683873203,0.0459770114942529,0,0.0930232558139535,0,0.0790155004875424,0.0805216898213779,0.551446280991736,1,0.302296909305861,0.0726015600874693,0.159150171190168,0.26036946671314,0.0727511186545286,0.0453321686651714,0.111496010107251,0.00561871937546715
0.0212873796249366,0.00727524683873203,0.0459770114942529,0,0.0930232558139535,0,0.0790155004875424,0.0805216898213779,0.551446280991736,1,0.302296909305861,0.0726015600874693,0.159150171190168,0.26036946671314,0.0727511186545286,0.0453321686651714,0.111496010107251,0.000109957644713894
