"absorbance_1","absorbance_2","absorbance_3","absorbance_4","absorbance_5","absorbance_6","absorbance_7","absorbance_8","absorbance_9","absorbance_10","absorbance_11","absorbance_12","absorbance_13","absorbance_14","absorbance_15","absorbance_16","absorbance_17","absorbance_18","absorbance_19","absorbance_20","absorbance_21","absorbance_22","absorbance_23","absorbance_24","absorbance_25","absorbance_26","absorbance_27","absorbance_28","absorbance_29","absorbance_30","absorbance_31","absorbance_32","absorbance_33","absorbance_34","absorbance_35","absorbance_36","absorbance_37","absorbance_38","absorbance_39","absorbance_40","absorbance_41","absorbance_42","absorbance_43","absorbance_44","absorbance_45","absorbance_46","absorbance_47","absorbance_48","absorbance_49","absorbance_50","absorbance_51","absorbance_52","absorbance_53","absorbance_54","absorbance_55","absorbance_56","absorbance_57","absorbance_58","absorbance_59","absorbance_60","absorbance_61","absorbance_62","absorbance_63","absorbance_64","absorbance_65","absorbance_66","absorbance_67","absorbance_68","absorbance_69","absorbance_70","absorbance_71","absorbance_72","absorbance_73","absorbance_74","absorbance_75","absorbance_76","absorbance_77","absorbance_78","absorbance_79","absorbance_80","absorbance_81","absorbance_82","absorbance_83","absorbance_84","absorbance_85","absorbance_86","absorbance_87","absorbance_88","absorbance_89","absorbance_90","absorbance_91","absorbance_92","absorbance_93","absorbance_94","absorbance_95","absorbance_96","absorbance_97","absorbance_98","absorbance_99","absorbance_100","principal_component_1","principal_component_2","principal_component_3","principal_component_4","principal_component_5","principal_component_6","principal_component_7","principal_component_8","principal_component_9","principal_component_10","principal_component_11","principal_component_12","principal_component_13","principal_component_14","principal_component_15","principal_component_16","principal_component_17","principal_component_18","principal_component_19","principal_component_20","principal_component_21","principal_component_22","moisture","protein","fat"
0.253973079793262,0.253192932914027,0.252446183953033,0.251679466928119,0.250932574628551,0.250221253846672,0.24954310456538,0.248958967544674,0.248402464138303,0.247814243662405,0.247254162972797,0.246753810366976,0.246309517650508,0.245926205012716,0.245585028838103,0.245274981125231,0.245005209226817,0.244763512812748,0.244596655826402,0.244388600846343,0.244121740182731,0.243770400763893,0.243344878772885,0.242871494611925,0.242400177514102,0.241926450651021,0.241518151309438,0.241220527888182,0.241076057311585,0.241052139245863,0.241105778038325,0.241196311145013,0.241271642472773,0.241313415154411,0.241357069143447,0.241427714126079,0.241656142267126,0.241993833087649,0.242242480528668,0.242301361464491,0.242148562618785,0.241780115168259,0.241141953277636,0.240176744059963,0.238949061220002,0.237661213779242,0.236423308821707,0.23546912805807,0.234909190934295,0.234703545789148,0.23482209504852,0.235249261271566,0.235968161977772,0.236849727407049,0.2376984940818,0.238385722383748,0.238949690956646,0.239350653617438,0.239641342665917,0.240080488187884,0.240277975584015,0.240515667226645,0.240703343254149,0.240840066743829,0.240983474876408,0.241201202517543,0.241473232402631,0.241666422780883,0.241776658847982,0.24193188183479,0.24214047312868,0.242324597579797,0.242201095418659,0.24195000548988,0.241649116649117,0.24149212267427,0.241230425301086,0.240852846409557,0.24038356443868,0.240143538582357,0.239841157591253,0.239445688386007,0.238905103958842,0.238236797212965,0.237510508201786,0.236709773982707,0.23588085179695,0.234949469565061,0.233935847498699,0.232923757096411,0.2319124828788,0.230953310668725,0.230021691042244,0.229083793606731,0.228639246162535,0.228375804486183,0.228113210920599,0.227806846955257,0.227421410746665,0.226945935237546,0.23954936870345,0.557038732673488,0.499739462486817,0.649228696550941,0.7506723795745,0.217266922422924,0.747752363744777,0.257951715005977,0.273469754309331,0.340601910086187,0.372666697826852,0.382556938112633,0.283377462899967,0.857509231117028,0.83389980178166,0.713347268534647,0.650926891066245,0.587454683294326,0.838638354987233,0.271923470021301,0.181055130020342,0.241928820832891,0.632420091324201,0.548611111111111,0.375
0.353832121831901,0.354307823487884,0.3547365876133,0.355139168800043,0.355511899923226,0.355866034726746,0.356222044478603,0.356648608771782,0.357034902733709,0.357383243266992,0.357742714524659,0.358083359372288,0.358455343439047,0.358849318822089,0.359254332090837,0.359696147860086,0.360164686881535,0.360615476521371,0.361128812764925,0.361650653492284,0.362166959117404,0.362669149050928,0.363139040079169,0.363583207101428,0.363997337288472,0.364401836995608,0.364826761879952,0.365418123426984,0.366229141152693,0.367261334699362,0.368446121716191,0.369669976899468,0.370819594912859,0.371836954873831,0.37270591024461,0.373500582867155,0.374359149400963,0.375174120606413,0.375626552761191,0.375508966473187,0.374679363644821,0.373051958858969,0.370484683362321,0.366832025373074,0.362151909173379,0.356840768242979,0.351098066567298,0.345421632762792,0.339942235444852,0.334616085419628,0.329369319262913,0.324292617115036,0.319572314125371,0.315371895978383,0.311815158795266,0.308994825095544,0.306935575785029,0.305442492251868,0.304325930034815,0.303689528866555,0.302921080788936,0.302359214082244,0.301897127832454,0.30154847142758,0.301388168800158,0.3015097220548,0.301892724873044,0.302361058269191,0.302945363129718,0.303837184185573,0.305016688099242,0.306341577861115,0.307464600392006,0.30865205138528,0.309973528723529,0.311660635303579,0.313319379454191,0.315000711556777,0.316743054088124,0.318867979407231,0.321064751854068,0.323286947777364,0.325441865667065,0.327491020593253,0.329504875087119,0.331438190713083,0.333324958454619,0.335094867974654,0.336784477033261,0.338517630678026,0.340290576348003,0.342154379654872,0.344021361739292,0.345852531265203,0.348002802582379,0.350157413065463,0.352176789258193,0.353947976319663,0.355462199960503,0.356694161293808,0.340020824343846,0.707086781715497,0.224599047168782,0.593270810555685,0.56165657464973,0.426825799131157,0.559897315121524,0.461069521792058,0.306567676742277,0.220632813106608,0.230068020851663,0.26807918807167,0.135458289870177,0.83078357740323,0.725716956887511,0.642036198344365,0.542565857145148,0.526207154410413,0.700638388736943,0.323278982911616,0.285877005084754,0.338122854996355,0.301369863013699,0.326388888888889,0.680555555555556
0.237887288908543,0.237808176475442,0.237712059629868,0.237590101131144,0.237452016438604,0.237287450302118,0.237098568766673,0.236928765382171,0.236744650574936,0.236430736786609,0.236117965089111,0.235769711488387,0.235376032559022,0.234914328284082,0.234368558179863,0.233735010903079,0.233021895489102,0.232201751511104,0.231341657450386,0.230353484545488,0.229285411750469,0.228208887841245,0.227222167243939,0.226377628305248,0.225625873458917,0.224927675057261,0.224159860244878,0.223242112615639,0.222101174331503,0.220713898602047,0.219136774997252,0.217495670909597,0.215878759331421,0.214344896642421,0.212858756589407,0.211301414746194,0.209700651943885,0.208085958102863,0.206458145437355,0.204932726460925,0.203718717188767,0.202995706154512,0.202817684927329,0.203069301562775,0.203538637050884,0.203987772877003,0.204038930646378,0.203473429518774,0.202273665009012,0.20038263911665,0.197854309676097,0.194859329975143,0.19162968125298,0.188391609929936,0.185302648540959,0.182460182493097,0.179880766252174,0.17743495767275,0.175007846085351,0.17268441253483,0.170155968696706,0.167694105616829,0.165234539047236,0.1627811875874,0.160369642844103,0.158080647576883,0.155907590276432,0.153761450437531,0.151655646102672,0.149679838033558,0.147822486984748,0.146040683756924,0.14418127530179,0.142378216154888,0.140663390663391,0.139203860072376,0.13777446586231,0.136418205636259,0.135092794322314,0.134096594049039,0.133173765616784,0.132258519592984,0.131352890030558,0.130483916244989,0.129730487077606,0.129110180289799,0.128630958576653,0.128191136082141,0.127741379619824,0.127286820592689,0.126808034593788,0.126368922022046,0.125994172769509,0.125697564605214,0.1259875170693,0.126512934315334,0.127110189340437,0.12779216314076,0.128550654386815,0.12931959802615,0.180291165600435,0.805402075217959,0.622401716550896,0.501614897926263,0.292467831169072,0.597112697221343,0.444028351453754,0.351563969880417,0.337952464001351,0.326690736858452,0.461144531937357,0.264151108883599,0.339635849787818,0.877672628168094,0.881745473822502,0.806512384080691,0.635186810014822,0.460766836124464,0.836285091585029,0.170402040289996,0.136714871676161,0.187684673045984,0.872146118721461,0.8125,0.130208333333333
0.348451765659692,0.347839441087752,0.347196182812621,0.346555731067415,0.345860994445197,0.345106583705834,0.344300313235892,0.34349404711644,0.342668127944283,0.341724880277668,0.340754553831507,0.339708537305142,0.33861468949937,0.33743781201031,0.33614984762771,0.334747710775278,0.333235703915079,0.331563292110732,0.329796200288617,0.327915056185267,0.325979709969545,0.324071003647667,0.322303809995052,0.320745461537858,0.319373562077382,0.318055936439025,0.316632698407834,0.314922160598572,0.31283950802798,0.310340987549834,0.307562378631884,0.304677586699299,0.301859860974322,0.299178145945203,0.296540735782222,0.293830575348513,0.290988838447623,0.288276104567031,0.285775114916901,0.283708408026176,0.282399223827434,0.282135605631928,0.283011786153532,0.284833760284092,0.287204139978558,0.289706744458712,0.291689531989619,0.292621202616722,0.292496398763636,0.291414307058781,0.289518171040499,0.287341530835955,0.28552617100099,0.28459290708375,0.284718153052854,0.285680326220125,0.286990224586116,0.28800417614269,0.288341811971302,0.288209064781305,0.287291344851134,0.286093053830984,0.284711596399292,0.283259640065283,0.281847191897359,0.280556986254333,0.279324073837109,0.277941994205274,0.27640818656528,0.274881655396624,0.273362423016754,0.271746820779583,0.269736769797219,0.267595066427552,0.265407452907453,0.263406075227547,0.261266296267885,0.258995719712312,0.256574297393598,0.254330153282336,0.252033581751256,0.24968258389371,0.247289638029129,0.244909270202765,0.242683776773461,0.240622094922238,0.238723524914666,0.236801953005798,0.234757947263557,0.232618728064824,0.230381435240629,0.228166208717396,0.226009206165124,0.22394327905446,0.222465700538353,0.221307403953015,0.220353650033077,0.219612562182373,0.219080447388736,0.218668731765299,0.282879575258428,0.762306743415334,0.72748881696185,0.614959911338937,0.81185344064427,0.0920208226522685,0.283459105080459,0.0557970885498754,0.614752935302116,0.569149778709527,0.28136973759458,0.462022302969553,0.195828591565262,0.872115903895908,0.831857691908773,0.776822774100433,0.503354539269163,0.378157709365762,0.912296187451079,0.27091784394074,0.220910752819446,0.289158515419792,0.91324200913242,0.826388888888889,0.0868055555555556
0.332453497692159,0.331927495438667,0.331399194412893,0.330832289340378,0.3302217405049,0.329625553134617,0.329071954886882,0.328597394863499,0.32813342407396,0.327634989675322,0.327207696641235,0.326862653195848,0.326581820063118,0.326318899154843,0.326089451247243,0.325919802268346,0.325817262833736,0.325747047280843,0.325779409527647,0.325841964427537,0.325939371936831,0.326080616227921,0.326262246412667,0.326451405294676,0.326567554626461,0.326537943074766,0.326359624254869,0.326094136136387,0.325875113638925,0.325779341781925,0.325889422196168,0.326256159238225,0.326817396765583,0.327447668945481,0.327974646473099,0.328299062584067,0.328514865003243,0.328959468780006,0.329679909072316,0.330646612332482,0.331903483473106,0.333468694870685,0.335159734719388,0.33662017647298,0.337562195893009,0.337927809725867,0.337562975524958,0.33653911640828,0.335371017828835,0.334492183229474,0.33403831798955,0.334440509447658,0.336213916296813,0.33961378693387,0.344464139224188,0.350097829465869,0.355633648465012,0.360225161259706,0.36346351752779,0.365837803884906,0.367035864401085,0.367726973924476,0.368134095349389,0.368409138208651,0.36863877671732,0.36894129508071,0.369236731366147,0.369256489800696,0.369006539152581,0.368733593758581,0.368464438411572,0.368100386015463,0.367243684856478,0.366215276506972,0.365128115128115,0.364305296633403,0.363286686465102,0.362113068196331,0.360757510620159,0.359639044821268,0.358487007923988,0.35734361604769,0.356169523445308,0.354969084928273,0.353887495778756,0.352902116601521,0.351963849237826,0.350833797052541,0.349446249394195,0.347962764926685,0.346486478733856,0.345160007594674,0.343971250420577,0.342904873651375,0.342336867542235,0.342009812855341,0.341831900019667,0.341731758941906,0.341710202689359,0.341605734250621,0.343514061122263,0.452811112331846,0.517414263374186,0.619758452374551,0.746913798830776,0.189256951464705,0,0.301327008896478,0.33374380564591,0.639212671791288,0.543958406651416,0.442939481268012,0.328092855755635,0.781510135389716,0.892609164140919,0.492803463892898,0.393418981794357,0.638639579584914,0.798905470957726,0.326461109359926,0.246600888840971,0.347273317040161,0.582191780821918,0.465277777777778,0.427083333333333
0.434624987332209,0.435307007490671,0.435947614029806,0.436520689216914,0.43703653524816,0.43748961117725,0.437909139249217,0.438371323055591,0.438816365130852,0.439159087913536,0.439486774127337,0.439784918237684,0.44008570886578,0.440346625793138,0.440579057204425,0.440813365445044,0.441052054611107,0.441225642919074,0.441415291762084,0.441605200242743,0.441899114580182,0.442318525591597,0.442901533894112,0.443607694783025,0.444314682674079,0.444884338028822,0.445212774108525,0.445318816977759,0.445396966122452,0.445577852513419,0.446048437328253,0.446859737470944,0.447926033771536,0.449047516632761,0.449927481661228,0.450442496188946,0.450783356657678,0.451310468874674,0.451983008056756,0.45270193723802,0.453436291383687,0.45409912458809,0.454324884970225,0.453553856788517,0.451342881491052,0.447609011222154,0.442299726324212,0.43570570839681,0.428605036663844,0.421482453263365,0.414424864247764,0.407851418431916,0.402351171917984,0.398385340475379,0.396131196531114,0.395439501161154,0.395867732366995,0.396700701256128,0.397358606243294,0.397970996497814,0.397893637455859,0.397673654225404,0.397421805101612,0.397257222974774,0.397293034328151,0.397689208391322,0.398367949810069,0.399031285668296,0.399682373562356,0.400581380449069,0.401763699445684,0.403094722255826,0.404092249638219,0.405112908538594,0.40627925002925,0.407877325730161,0.409400238896255,0.410893021999876,0.412331771580965,0.414124080160554,0.416032928974233,0.418037916303432,0.420074537209076,0.422172476588761,0.424423575734496,0.42674089308596,0.429060589854672,0.431086538979339,0.432797831666996,0.434393638170974,0.435990017712823,0.437772037987698,0.439698186686139,0.441676444495321,0.443991249079509,0.446381286248781,0.448806565232161,0.451161991125246,0.453377856770974,0.455260598638476,0.428428418663115,0.675048709629417,0.212885769356657,0.62383482993685,0.586801462963057,0.460388905942877,0.0433691546850163,1,0.177596330176361,0.413341408494448,0.405256631620623,0.358967162395304,0.335738270220583,0.564810919092713,0.864542542034965,0.498326116889796,0.509401209127792,0.730695341597586,0.661497812110175,0.38391590490109,0.267257007589871,0.432766800703179,0.255707762557078,0.340277777777778,0.725694444444445
0.424951401748616,0.425657152811523,0.426340782505166,0.427015814223723,0.427674660163483,0.428324984837934,0.428999119722243,0.429745308132274,0.430459683763026,0.431123412855323,0.431761309791557,0.432441933131965,0.433161743149326,0.433915895292979,0.434692428988562,0.4354693806967,0.436257055468851,0.436956801314256,0.437752077260524,0.43848130755477,0.439047215667292,0.439386009420808,0.439580405739733,0.439805040381129,0.440203829788891,0.440871221045882,0.44181467122301,0.443113272367677,0.444649391045628,0.446123521681997,0.447312497710036,0.448175636349176,0.448875233731569,0.449657472666566,0.450621286921596,0.451687555613804,0.452616308837082,0.453163247366214,0.452734033172511,0.451092570255699,0.448306109700828,0.444692607262923,0.440652008538845,0.436563927404817,0.43279750941529,0.429690553291273,0.427097089406658,0.424812259163007,0.423002309134473,0.421179986152108,0.418907249388932,0.415920605940623,0.41203462568316,0.407301898068201,0.402078694480253,0.397004772615064,0.39274076888233,0.389469111511041,0.387034617658436,0.385525273071881,0.384009465484942,0.382671097801475,0.381415816093633,0.380228053584925,0.379201565614891,0.378500798147276,0.378139155677261,0.377922971114168,0.377851044910475,0.378131601395606,0.378777720379998,0.379658854710818,0.380341081863311,0.38110017201625,0.382023663273663,0.383433856051468,0.384926157678834,0.386605217353228,0.388366280721952,0.390462755591751,0.392558341946363,0.394590723129958,0.396454251254613,0.398124221724766,0.399775106519037,0.401493860527553,0.403451407159086,0.405568220574772,0.407765073324837,0.410034378566148,0.412256986525347,0.414468569872789,0.416596868758456,0.418617462725009,0.420880668616082,0.423096302490378,0.425163147449536,0.427016069823329,0.428775066874922,0.430436192054173,0.416077894302385,0.727876927698361,0.247573189802524,0.530961918759223,0.161715086427122,0.697359560403531,0.922015524083904,0.0026537439287734,1,0.621858839972047,0.113277813214851,0.397010206933775,0.248493106384624,0.861629166562005,0.823933712099386,0.53862240581297,0.711967341178842,0.854212930160114,0.878319316386652,0.383459514189376,0.258191019947393,0.423823824943468,0.255707762557078,0.340277777777778,0.725694444444445
0.211621200814424,0.211251593028267,0.210930621889526,0.210518909889791,0.210120579867227,0.209726184325793,0.209331837903777,0.208984210081905,0.208651883015299,0.208220201221388,0.20783202246455,0.207469708016526,0.20710245399831,0.206721012476131,0.206308255305403,0.205855185183623,0.205385796593291,0.204871208758385,0.204399968753726,0.203851307595499,0.203247211633489,0.202631274046433,0.202046511627907,0.201532834684603,0.201077541741118,0.200636536745706,0.200162434681337,0.199607481389531,0.198941373584679,0.198148436861994,0.197270362363976,0.196383447148946,0.195531623346037,0.194734633867721,0.193944718712521,0.193187697019445,0.192442912243574,0.191803145666256,0.1912599452154,0.190904910735111,0.190893262981619,0.19135905202543,0.19231839035392,0.193615391913688,0.195092366055475,0.196670342247781,0.198080375003098,0.199085939600323,0.199765467219701,0.20014212310047,0.200371763534974,0.200765491300235,0.201727616183105,0.203529959560185,0.206133540372671,0.209080768738457,0.211460905650452,0.213268014178443,0.214446285334754,0.215254775790731,0.215463943879023,0.215440800525893,0.215264666678839,0.215018821905704,0.214775490532557,0.214604816645298,0.214436917092289,0.214115865257982,0.213622075769274,0.213067880194623,0.212523218623259,0.211930920461752,0.211016467915957,0.209984262343081,0.208900052650053,0.207954088533099,0.206915571725496,0.205789517856426,0.204540983248202,0.203513568540764,0.202444287294421,0.201330434688245,0.200171731420717,0.19899013164998,0.197909855795139,0.196904600386925,0.195961394201952,0.194930801127286,0.193764247635117,0.192516381853285,0.191237531105008,0.190024467745922,0.18885882209766,0.187748619179807,0.187208213282239,0.186944542715938,0.186815898160233,0.186817515999986,0.186958941491176,0.187166372510175,0.201381535748457,0.51860589633367,0.578843219260283,0.680713530371194,0.569936412705318,0.248664833407532,0.356223491675393,0.13931470965604,0.325979556610873,0.669784921189533,0.459110367543551,0.382795292666236,0.225820849484638,0.948662115998091,0.867022432092932,0.933786227376035,0.566406727863775,0.764516322276918,0.732065209631129,0.187930767687767,0.143867615651592,0.206886568572073,0.833333333333333,0.729166666666667,0.168402777777778
0.555973208774403,0.556588031429645,0.55710499546116,0.557560324636418,0.557914465067967,0.558206608414385,0.558417823613786,0.558588906615944,0.558700052146399,0.558652959008831,0.558539280208574,0.558309898274485,0.557939710624795,0.557431304213798,0.556773022666706,0.555959998144157,0.555014874539224,0.553858344154093,0.552561577772387,0.551096213451067,0.549525019664791,0.547929060276392,0.546418604651163,0.545105995557683,0.543956150902558,0.542802074924392,0.541485970853701,0.539853545764102,0.537822039565129,0.535323726586338,0.532480855897116,0.529544460391082,0.526748883084258,0.524206087572763,0.521814771427775,0.519479489284212,0.517233846468922,0.515305708451104,0.513684415223011,0.512651690335135,0.512626094815327,0.51400659055354,0.516838080301339,0.520771493243335,0.525318195563131,0.530166517782368,0.53463078551678,0.538245362487678,0.540974469224811,0.54285558106483,0.544062760710156,0.545086264417119,0.546546601621245,0.548822919072707,0.551817209656627,0.555155704280725,0.55798763826585,0.560300361031916,0.562046113085811,0.563687556832914,0.564386843268076,0.564830910817325,0.565044643672284,0.565113570393197,0.565220566220982,0.565519307127802,0.56593460831161,0.566065000438995,0.565839788932109,0.565579202102928,0.565387673155058,0.5651112406383,0.564096645967284,0.562829850309263,0.561483561483562,0.560525642431553,0.559272937145445,0.557783883786358,0.556019061636998,0.554343241906867,0.552488712397324,0.55058581810158,0.548577262904209,0.546570550425037,0.54483140174023,0.543378307077712,0.542186058698328,0.54088567376905,0.5392974457468,0.53747191938621,0.535500943010606,0.533575980769713,0.531702567847146,0.529948773717197,0.528633526606659,0.527632157291566,0.526977883463553,0.526622471966449,0.52658659629091,0.526650578107553,0.544806108474195,0.570573681919514,0.609309088264174,0.738050621643097,0.581283987838993,0.0766015168585374,0.342168068208888,0.102944176894353,0.251665268689931,0.506793850454228,0.324000582878761,0.478106657156901,0.222592023987268,0.561401057496672,0.62887649384025,0.661626271172382,0.439154847621949,1,0.442258790176758,0.536086196521191,0.376483132474723,0.550763299721674,0.65296803652968,0.618055555555555,0.329861111111111
0.613411274794321,0.614088329406156,0.614695806476628,0.615211431268951,0.615625705640609,0.615943754352074,0.616216771748893,0.616491198442784,0.616640004242419,0.616616141645798,0.61648244629514,0.616246571537687,0.615913911738838,0.615423477732204,0.614759498297766,0.613934007904205,0.612952355449186,0.611730395064904,0.610342516722924,0.608812880049852,0.607131764183861,0.605348845571461,0.603590301830777,0.602008460807936,0.60066334217011,0.599426035434394,0.598058445837228,0.596339782937968,0.594175676386395,0.591564771301514,0.588520866156157,0.585256871414266,0.582073680754792,0.579257263941726,0.576834574512593,0.574641484966166,0.572625183465884,0.570946539902357,0.569505027509648,0.568549703783178,0.568476628433966,0.569756682089006,0.572722611519398,0.577254367774028,0.583112268741238,0.589990089888895,0.59708055556539,0.603860560982167,0.610223168074587,0.616048977806931,0.621192716947441,0.625653490537677,0.629424494736456,0.63207467616984,0.633170485175202,0.633060873699417,0.632541607609919,0.632127094915984,0.631960207574574,0.632511530918931,0.632500356051227,0.632411803374479,0.632095970201033,0.631528791491257,0.630864666321024,0.630306218243053,0.629856574083891,0.629152155462554,0.628168488383582,0.627294127984243,0.626446698833848,0.625484352260188,0.623648586763386,0.621626468542986,0.61960336960337,0.618013671089666,0.616173349551978,0.614150127532868,0.611881462266557,0.609649952008377,0.607115269542512,0.604421760094918,0.60152177128694,0.598503552174132,0.59568391329027,0.593204765135119,0.591179099174117,0.589323089626452,0.587388487013337,0.585336357307419,0.58303513162707,0.580716693594323,0.578420634409295,0.57624202272272,0.57449364056881,0.573030013900949,0.571904668251953,0.571089359964759,0.570650437155527,0.570359831430321,0.603345027484382,0.583722987190167,0.698205913372368,0.643254978223075,0.218505234864925,0.390125794148893,0.873347326282924,0.253693400831725,0.459562071065115,0.318416026088982,0.294950262845328,0.262253139668251,0.556657354493263,0.350686682072794,0.724439629838775,0.327200185802684,0.382880922217666,0.661638362876555,0.616838249324681,0.649211489048724,0.443561135166931,0.599240149062024,0.65296803652968,0.618055555555555,0.329861111111111
